AGORA ID,Official name,Casual name,Link to document,Authority,Significance,Collections,Most recent activity,Most recent activity date,Proposed date,Annotated?,Validated?,Primarily applies to the government,Primarily applies to the private sector,Short summary,Long summary,Tags,Summaries and tags may include unreviewed machine output,Official plaintext retrieved,Official plaintext source,Official plaintext unavailable/infeasible,Official pdf source,Official pdf retrieved,Number of segments created,Applications: Agriculture and resource extraction,"Applications: Arts, sports, leisure, travel, and lifestyle",Applications: Broadcasting and media production,Applications: Business services and analytics,Applications: Construction and field services,Applications: Consumer goods,Applications: Education,Applications: Energy and utilities,Applications: Finance and investment,Applications: Government: benefits and welfare,Applications: Government: judicial and law enforcement,Applications: Government: military and public safety,Applications: Government: other applications/unspecified,Applications: Manufacturing and process automation,"Applications: Medicine, life sciences and public health",Applications: Networking and telecommunications,"Applications: Sales, retail, and customer relations",Applications: Security,Applications: Transportation,Harms: Detrimental content,Harms: Differential treatment based on a protected characteristic,Harms: Ecological harm,Harms: Financial loss,Harms: Harm to health/safety,Harms: Harm to infrastructure,Harms: Harm to property,"Harms: Violation of human rights, civil liberties, civil rights, or democratic norms and systems",Incentives: Access to business opportunities,Incentives: Civil liability,Incentives: Criminal liability,Incentives: Fines,Incentives: Imprisonment,Incentives: Subsidies,Risk factors: Bias,Risk factors: Interpretability and explainability,Risk factors: Privacy,Risk factors: Reliability,Risk factors: Reliability: Robustness,Risk factors: Safety,Risk factors: Security,Risk factors: Security: Cybersecurity,Risk factors: Security: Dissemination,Risk factors: Transparency,Strategies: Convening,Strategies: Disclosure,Strategies: Disclosure: About evaluation,Strategies: Disclosure: About incidents,Strategies: Disclosure: About inputs,Strategies: Disclosure: Accuracy thereof,Strategies: Disclosure: In deployment,Strategies: Disclosure: In standard form,Strategies: Evaluation,Strategies: Evaluation: Adversarial testing,Strategies: Evaluation: Conformity assessment,Strategies: Evaluation: External auditing,Strategies: Evaluation: Impact assessment,Strategies: Evaluation: Post-market monitoring,Strategies: Governance development,Strategies: Government study or report,Strategies: Government support,Strategies: Government support: AI workforce-related,Strategies: Government support: For R&D,Strategies: Input controls,Strategies: Input controls: Data circulation,Strategies: Input controls: Data use,"Strategies: Licensing, registration, and certification",Strategies: New institution,Strategies: Performance requirements,Strategies: Pilots and testbeds,Strategies: Tiering,Strategies: Tiering: Tiering based on domain of application,Strategies: Tiering: Tiering based on generality,Strategies: Tiering: Tiering based on impact,Strategies: Tiering: Tiering based on inputs,Strategies: Tiering: Tiering based on planning ability
73,"21 CFR § 876.1520 (""Gastrointestinal lesion software detection system"")","21 CFR § 876.1520 (""Gastrointestinal lesion software detection system"")",https://www.federalregister.gov/documents/2023/01/03/2022-28494/medical-devices-gastroenterology-urology-devices-classification-of-the-gastrointestinal-lesion,Food and Drug Administration,1. Lower,"Enacted laws and policies;U.S. regulations, executive orders, and agency policies",Enacted,2023-01-03,,true,true,false,true,"Defines testing, performance, and disclosure requirements for devices that use advanced algorithms to help detect gastrointestinal lesions.","Requires devices that used advanced algorithms to help detect gastrointestinal lesions (""gastrointestinal lesion software detection systems"") to undergo specified clinical and non-clinical performance tests and to demonstrate reliability and safety.

Requires gastrointestinal lesion software detection systems to be labeled with use instructions, warnings, and summaries of testing.","Risk factors: Reliability;Risk factors: Interpretability and explainability;Risk factors: Safety;Risk factors: Transparency;Harms: Harm to health/safety;Strategies: Evaluation;Strategies: Evaluation: Conformity assessment;Strategies: Disclosure;Strategies: Disclosure: About evaluation;Strategies: Performance requirements;Applications: Medicine, life sciences and public health",false,2024-04-12,https://www.federalregister.gov/documents/2023/01/03/2022-28494/medical-devices-gastroenterology-urology-devices-classification-of-the-gastrointestinal-lesion,false,,,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
78,"Research and Development, Competition, and Innovation Act, Title IV, Section 10402 (""National engineering biology research and development initiative"")","Research and Development, Competition, and Innovation Act, Title IV, Section 10402 (""National engineering biology research and development initiative"")",https://www.congress.gov/bill/117th-congress/house-bill/4346/text?s=1&r=4&q=%7B%22search%22%3A%22%5C%22artificial+intelligence%5C%22+OR+%5C%22machine+learning%5C%22+OR+%5C%22algorithm%5C%22%22%7D,United States Congress,1. Lower,Enacted laws and policies;U.S. federal laws,Enacted,2022-08-09,,true,true,true,false,Instructs the Office of Science and Technology Policy to support the development of artificial intelligence tools aimed at using relevant databases to facilitate research and innovation in the field of engineering biology.,"Instructs the President, acting through the Office of Science and Technology Policy, to support the development of artificial intelligence tools aimed at facilitating research and innovation in the field of engineering biology. The AI tools would analyze omics data, which is data on genomics and the other fields that explore the functions of the various types of molecules that make up organisms' cells and systems. ","Strategies: Government support;Strategies: Government support: For R&D;Applications: Medicine, life sciences and public health",false,2024-04-12,https://www.congress.gov/bill/117th-congress/house-bill/4346/text?s=1&r=4&q=%7B%22search%22%3A%22%5C%22artificial+intelligence%5C%22+OR+%5C%22machine+learning%5C%22+OR+%5C%22algorithm%5C%22%22%7D,false,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
140,"William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021, Division A, Title I, Section 152 (""Transfer of responsibilities and functions relating to electromagnetic spectrum operations"")","FY2021 NDAA, Division A, Title I, Section 152 (""Transfer of responsibilities and functions relating to electromagnetic spectrum operations"")",https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,United States Congress,1. Lower,NDAA provisions;Enacted laws and policies;U.S. federal laws,Enacted,2021-01-01,,true,true,true,false,"Instructs the Secretary of Defense to transfer all the responsibilities of the Commander of the US strategic command that are germane to electromagnetic spectrum operations (EMSO) including; advocacy for joint electronic warfare capabilities; providing contingency electronic warfare support to other combatant commands; and supporting combatant command joint training and planning related to electromagnetic spectrum operations; requires an evaluation of the need for automated and machine learning- or artificial intelligence-assisted electronic warfare capabilities. 



","Authorizes a plan to be prepared by government agencies.

Instructs the Secretary of Defense to transfer all the responsibilities of the Commander of the US strategic command that are germane to electromagnetic spectrum operations (EMSO)

Instructs the Secretary to develop the transfer plan with consideration of all appropriate entities including the department of defense agencies and the functional and geographic combatant commands.

Requires the Secretary to develop the transfer plan while considering whether the receiving electromagnetic spectrum operations organization should have a unitary structure or hybrid structure.

Requires the Secretary to develop the transfer plan while considering the resources required by the receiving electromagnetic spectrum operations organization to fulfill the responsibilities and functions as well as the results of the evaluations carried out.

Requires an evaluation and accessment of the need for automated and machine learning- or artificial intelligence-assisted electronic warfare capabilities. 

",Strategies: Evaluation;Strategies: Government study or report;Applications: Government: military and public safety,false,2024-05-14,https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,false,,,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
141,"William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021, Division A, Title II, Section 241 (""Measuring and incentivizing programming proficiency"")","FY2021 NDAA, Division A, Title II, Section 241 (""Measuring and incentivizing programming proficiency"")",https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,United States Congress,1. Lower,NDAA provisions;Enacted laws and policies;U.S. federal laws,Enacted,2021-01-01,,true,true,true,false,"
Instructs the Secretary of Defense to measure, track and reward programming, coding and artificial intelligence proficiency amongst armed forces and civilian employees of the Department of Defense.

","
Authorizes resources for managing government support for AI-related education and proficiency

Instructs the Secretary of Defense to leverage existing civilian software development and architecture certification programmes to implement DOD coding language proficiency and AI competency tests.

Requires the Secretary of Defense to update record keeping systems to track artificial intelligence and programming certification testing results just like the foreign language competency system.

Instructs the secretary of Defense to share information with the heads of other intelligence agencies about the coding language proficiency and artificial intelligence competency tests and encourages them to implement tracking and reward systems. 

Requires the Secretary of Defense to implement a system of rewards for Department of Defense employees who perform successfully on specific language coding proficiency and artificial intelligence competency tests.

Advocates for special pay for a Department of Defense employee who is certified and proficient in a computer or digital programming language but may not exceed 20% of basic pay.




",Strategies: Government support;Strategies: Government support: For R&D;Strategies: Government support: AI workforce-related;Applications: Education;Applications: Government: military and public safety,false,2024-05-14,https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,false,,,3,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
142,"William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021, Division A, Title II, Section 247 (""Pilot program on the use of electronic portfolios to evaluate certain applicants for technical positions"")","FY2021 NDAA, Division A, Title II, Section 247 (""Pilot program on the use of electronic portfolios to evaluate certain applicants for technical positions"")",https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,United States Congress,1. Lower,NDAA provisions;Enacted laws and policies;U.S. federal laws,Enacted,2021-01-01,,true,true,true,false,Instructs the Secretary of Defense to carry out a pilot program where certain applicants for technical positions within the Department of Defense will be evaluated based partly on each applicant’s electronic portfolio.,"Defines the term ""technical position"" as a Department of Defense position that (1) requires expertise in artificial intelligence, data science, or software development and (2) is eligible for direct hire authority under section 9905 of title 5, United States Code, or section 2358a of title 10, United States Code. 

Instructs the human resources manager of each Department of Defense participating organization to identify a subset of technical positions for which electronic portfolios should be evaluated during the hiring process.

Requires the Human Resources manager to evaluate applicants for such positions by reviewing their best electronic portfolios, as chosen by the applicant.

Directs the Secretary of Defense to submit a report to the congressional defense committee on the results of the program that describes how electronic portfolios affected the timeliness of technical position hiring, the level of satisfaction with new hires based on electronic portfolio evaluations, and recommends expanding the use of electronic portfolios in the hiring process or making it permanent.",Strategies: Evaluation;Strategies: Government study or report;Strategies: Pilots and testbeds;Applications: Government: military and public safety,false,2024-05-14,https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,false,,,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
143,"William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021, Division A, Title II, Section 248 (""Pilot program on self-directed training in advanced technologies"")","FY2021 NDAA, Division A, Title II, Section 248 (""Pilot program on self-directed training in advanced technologies"")",https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,United States Congress,1. Lower,NDAA provisions;Enacted laws and policies;U.S. federal laws,Enacted,2021-01-01,,true,true,true,false,Instructs the Secretary of Defense to offer online courses related to advanced technologies for civilian employees of the Department of Defense and members of the Armed Forces.,"Instructs the Secretary of Defense to execute a pilot program that offers online courses related to advanced technologies for civilian employees of the Department of Defense and members of the Armed Forces.

Requires the Secretary to develop procedures to document course completion, incentivize course completion, and evaluate course quality and effectiveness.

Requires the Secretary to carry out the program within a year after enactment, and decrees that the program terminate on October 1, 2024. ",Strategies: Government support;Strategies: Government support: AI workforce-related;Strategies: Pilots and testbeds;Applications: Government: military and public safety,false,2024-05-14,https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,false,,,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
144,"William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021, Division A, Title II, Section 249 (""Part-time and term employment of university faculty and students in the Defense science and technology enterprise"")","FY2021 NDAA, Division A, Title II, Section 249 (""Part-time and term employment of university faculty and students in the Defense science and technology enterprise"")",https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,United States Congress,1. Lower,NDAA provisions;Enacted laws and policies;U.S. federal laws,Enacted,2021-01-01,,true,true,true,false,Instructs the Secretary of Defense to establish a program to offer Defense science and technology research employment opportunities for faculty and students of higher education institutions.,"Instructs the Secretary of Defense to establish a program to offer Defense science and technology employment opportunities to selected faculty and students of higher education institutions to carry out research projects. 

Specifies that no fewer than five positions must be given to faculty who conduct research in artificial intelligence and machine learning.

Requires the Secretary to carry out the program within 180 days of enactment and submit three annual reports of program results to Congress.",Strategies: Government study or report;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Government support: AI workforce-related;Applications: Government: military and public safety,false,2024-05-14,https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,false,,,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
145,"William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021, Division A, Title II, Section 513 (""Grants to support STEM education in the Junior Reserve Officers’ Training Corps"")","FY2021 NDAA, Division A, Title II, Section 513 (""Grants to support STEM education in the Junior Reserve Officers’ Training Corps"")",https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,United States Congress,1. Lower,NDAA provisions;Enacted laws and policies;U.S. federal laws,Enacted,2021-01-01,,true,true,true,false,"Instructs the Secretary along with the Secretary of Education to create and support grants to fund STEM education programs to students in the Junior Reserve Corps.
Outlines specific disciplines and STEM subjects which the grants will apply to. ","Instructs the Secretary and Secretary of Education to create and support grants to fund STEM education programs for students specifically in the Junior Reserve Corps. 
Instructs different departments of the government, such as the National Science foundation, as well as local governments to carry out programs that are supported by said grants.
Outlines what activities are allowed under the grants, and what specific area of studies and subjects that they would work under. 
Details subjects that are eligible for said grants, which include science, technology, engineering, mathematics, computer science, and more.
Allows for the Secretary of Defense to determine which additional subjects and areas of studies could be applicable to the grant. 
",Strategies: Government support;Strategies: Government support: AI workforce-related;Applications: Education,false,2024-05-14,https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,false,,,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
146,"William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021, Division A, Title XI, Section 1102 (""Enhancement of public-private talent exchange programs in the Department of Defense"")","FY2021 NDAA, Division A, Title XI, Section 1102 (""Enhancement of public-private talent exchange programs in the Department of Defense"")",https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,United States Congress,1. Lower,NDAA provisions;Enacted laws and policies;U.S. federal laws,Enacted,2021-01-01,,true,true,true,false,"Requires the Secretary of Defense to use their authority towards implementing personnel exchanges with private sector entities focusing on the Department of Defence modernization priorities including areas like Research and Engineering, Information System, and each Armed Force under the jurisdiction of a military department","

Requires the Secretary of Defense to use their authority for personnel exchanges with private sector entities focusing on Department of Defence modernization priorities.  Including exchanges in Research and Engineering, the Chief Information Officer, and each Armed Force under the jurisdiction of a military department.

Insructs the Secretary of Defense to develop a system to identify, mitigate, and manage public-private talent exchange conflicts of interest.

Requires the Secretary of Defense to brief the Senate and House Armed Services Committees on Public-Private Exchange programmes. This briefing should highlight seeking opportunities for exchanges with private sector entities working on Department of Defense modernization priorities, including Artificial Intelligence.

Requires such briefing to explain barriers preventing supervisors from nominating staff for and encouraging participation in public-private exchange programmes; ways to incentivize senior leaders for programme encouragement, and the Department's conflict of interest requirements.
",Strategies: Government study or report;Strategies: Government support;Strategies: Government support: AI workforce-related;Applications: Government: military and public safety,false,2024-05-14,https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,false,,,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
147,"William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021, Division A, Title XV, Section 6505 (""GAO studies on trafficking"")","FY2021 NDAA, Division A, Title XV, Section 6505 (""GAO studies on trafficking"")",https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,United States Congress,1. Lower,NDAA provisions;Enacted laws and policies;U.S. federal laws,Enacted,2021-01-01,,true,true,true,false,"Instructs the Comptroller General of the United States to conduct a study on trafficking routes employed by transnational criminals. This emcompasses examining methods for laundering proceeds from trafficking, with a focus on the role of emerging technologies, including Artificial Intelligence, in facilitating the laundering of proceedings from trafficking.
","


Instructs the Comptroller General of the United States to carry out a study in consultation with law enforcement, relevant federal agencies, private sector stakeholders (such as financial institutions, data and technology companies), to investigate major trafficking routes used by transnational criminal organizations and to what extent the trafficking routes are related.

Directs the study to include commonly used methods to launder and move the proceeds of trafficking; the types of suspicious financial activity that are associated with illicit trafficking networks, and how financial institutions identify and report such activity.

Directs the study to include steps financial institutions are taking to detect and prevent bad actors who are laundering the proceeds of illicit trafficking, including data analysis, policies, training procedures, rules, and guidance,

Necessitates the study to include the role those emerging technologies, including artificial intelligence, digital identity technologies, distributed ledger technologies, virtual assets and online marketplaces can play in enabling the laundering of proceeds from trafficking. 

Requires the Comptroller General of the United States to submit a report to the congres, summarizing the results of the study and any recommendations for regulatory action.
",Strategies: Government study or report;Strategies: Government support: For R&D;Strategies: Government support: AI workforce-related;Applications: Security;Applications: Government: military and public safety,false,2024-05-14,https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,false,,,4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
148,"William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021, Division A, Title XCII, Section 9203 (""Spectrum information technology modernization efforts"")","FY2021 NDAA, Division A, Title XCII, Section 9203 (""Spectrum information technology modernization efforts"")",https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,United States Congress,1. Lower,NDAA provisions;Enacted laws and policies;U.S. federal laws,Enacted,2021-01-01,,true,true,false,true,"A directive for covered agencies, including the Department of Defense, to employ updated algorithms, data, and AI tools in modernizing their infrastructure for managing Federal spectrum. This involves enhancing efficiency, validation, accuracy, modeling, and monitoring, with a specific emphasis on automated adjustments, collaborative spectrum sharing, and interoperability, while also mandating comprehensive plans, reviews, and oversight to ensure effective implementation and integration of these AI-driven advancements.","Use updated algorithms, data, AI tools, and algorithms to modernize infrastructure. Ways to improve infrastructure include efficiency, validation, accuracy, modeling, and monitoring. The directive aims to enhance covered agencies' capacity to meet mission requirements in congested Federal spectrum environments through the implementation of automated adjustments, the creation of a time-based mechanism for collaborative spectrum sharing among agencies, and fostering collaboration to ensure interoperability. 

Within 240 days of the enactment of this Act, the Assistant Secretary of Commerce for Communications and Information is required to submit to Congress a report outlining a plan for the National Telecommunications and Information Administration (NTIA) to modernize and automate its infrastructure for managing the use of Federal spectrum by covered agencies, with the goal of improving efficiency in spectrum management in ways such as a timeline for implementation, plans for security enhancement, data model improvement, and workflow automation. 

Within one year of the enactment of this Act, the head of each covered agency is required to submit a report to the Assistant Secretary of Commerce for Communications and Information and the Policy and Plans Steering Group outlining a plan to modernize the agency's infrastructure. Each submitted report must include an assessment of their current capabilities, a timeline for completion, management capabilities, agency requirements or restrictions, existing infrastructure, and a plan for safe integration of government data.

The Comptroller General of the United States is mandated to conduct a review of covered agencies' infrastructure within 180 days of the Act's enactment and subsequently oversee the implementation of modernization plans submitted by the Assistant Secretary and covered agencies, providing regular reports and briefings to relevant congressional committees until December 31, 2030. The term ""covered agency"" includes any Federal entity, as determined by the Assistant Secretary, encompassing the Department of Defense, and ""infrastructure"" is defined as information technology systems and related tools and databases.
",Risk factors: Reliability;Risk factors: Security;Risk factors: Security: Dissemination;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Evaluation: Conformity assessment;Strategies: Disclosure: In deployment;Strategies: Disclosure: Accuracy thereof;Strategies: Convening;Strategies: Governance development;Applications: Manufacturing and process automation;Applications: Construction and field services;Applications: Security,false,2024-05-14,https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,false,,,6,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149,"William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021, Division A, Title XC, Section 9004 (""Department of Homeland Security reports on digital content forgery technology"")","FY2021 NDAA, Division A, Title XC, Section 9004 (""Department of Homeland Security reports on digital content forgery technology"")",https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,United States Congress,1. Lower,NDAA provisions;Enacted laws and policies;U.S. federal laws,Enacted,2021-01-01,,true,true,true,false,"Instructs the Secretary of the Department of Homeland Security to submit annually, for a period of 5 years, a report to Congress on the state of digital content forgery technology. ","Instructs the Secretary of the Department of Homeland Security to submit annually, for a period of 5 years, a report to Congress on the state of digital content forgery technology. 

Requires the report to include an assessment of the underlying technologies used to create or propagate digital content forgeries, including the evolution of such technologies and patterns of dissemination of such technologies. 

Requires the report to include a description of the types of digital content forgeries, including those used to commit fraud, cause harm, harass, coerce, or silence vulnerable groups or individuals, or violate civil rights.

Requires the report to include an assessment of how foreign governments, proxies and networks thereof, and non-governmental entities use, or could use, digital content forgeries to harm national security. 

Requires the report to include an assessment of the uses, applications, dangers, benefits, and impact on individuals of deep learning or digital content forgery technologies used to generate realistic depictions of events that did not occur. 

Requires the report to include a description of the methods and technological countermeasures that are, or could be, used to identify forgeries and address concerns with digital content forgery technology.

","Harms: Violation of human rights, civil liberties, civil rights, or democratic norms and systems;Harms: Detrimental content;Strategies: Government study or report;Strategies: Convening",false,2024-05-14,https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,false,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
151,"William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021, Division A, Title XCIV, Section 9414 (""Study on Chinese policies and influence in the development of international standards for emerging technologies"")","FY2021 NDAA, Division A, Title XCIV, Section 9414 (""Study on Chinese policies and influence in the development of international standards for emerging technologies"")",https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,United States Congress,1. Lower,NDAA provisions;Enacted laws and policies;U.S. federal laws,Enacted,2021-01-01,,true,true,true,false,Instructs the Director of the National Institute of Standards and Technology to work with an entity with relevant expertise to conduct a study on PRC policies and influence in the development of emerging technology international standards.,"Instructs the Director of the National Institute of Standards and Technology to work with an entity with relevant expertise to conduct a study on PRC policies and influence in the development of emerging technology international standards, and make recommendations on how the U.S. can mitigate PRC influence and bolster U.S. participation in international standards-setting bodies.

Identifies potential areas of study, including examining previous PRC practices in international standards setting organizations to predict future international standardization engagement in critical technologies like artificial intelligence and quantum information science. 

Requires the entity conducting the study to submit a report on its findings to the Committees on Science, Space, and Technology, on Foreign Affairs, on Commerce, Science, and Transportation, and on Foreign Relations.",Strategies: Evaluation;Strategies: Government study or report;Strategies: Governance development,false,2024-05-14,https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,false,,,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
152,"William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021, Division A, Title V, Section 589F (""Study on cyberexploitation and online deception of members of the Armed Forces and their families"")","FY2021 NDAA, Division A, Title V, Section 589F (""Study on cyberexploitation and online deception of members of the Armed Forces and their families"")",https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,United States Congress,1. Lower,NDAA provisions;Enacted laws and policies;U.S. federal laws,Enacted,2021-01-01,,true,true,true,false,Instructs the Secretary of Defense to complete a study on the cyberexploitation and deceptive online targeting of members of the Armed Forces and their families.,"Instructs the Secretary of Defense to assess threats posed by foreign actors with malicious intent that use machine learning techniques to generate or modify media featuring members of the Armed Forces and their families.

Instructs the Secretary to assess the maturity of the machine learning technology used and how the media could be used to conduct information warfare.

Instructs the Secretary to present policy recommendations to reduce individuals' vulnerability to cyberexploitation and deception.","Harms: Violation of human rights, civil liberties, civil rights, or democratic norms and systems;Harms: Detrimental content;Strategies: Government study or report;Strategies: Governance development;Applications: Government: military and public safety",false,2024-05-14,https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,false,,,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
153,"William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021, Division A, Title I, Section 164 (""Acceleration of development and fielding of counter unmanned aircraft systems across the joint force"")","FY2021 NDAA, Division A, Title I, Section 164 (""Acceleration of development and fielding of counter unmanned aircraft systems across the joint force"")",https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,United States Congress,1. Lower,NDAA provisions;Enacted laws and policies;U.S. federal laws,Enacted,2021-01-01,,true,true,true,false,"Instructs the Executive Agent of the C–sUAS Office to develop a plan that speeds up the development of a counter unmanned aircraft system, to be deployed by 2021.","Instructs the Executive Agent of the Joint Counter Small Unmanned Aircraft Systems Office to develop a plan to develop and produce a counter unmanned aircraft system that can be deployed by 2021.

Requires that the selected systems use autonomous and semi-autonomous systems and
processes and meet current military and operational requirements.

Instructs the Executive Agent to ensure the developed plan will guide future programmatic and funding decisions for counter unmanned aircraft systems.",Strategies: Government study or report;Strategies: Performance requirements;Applications: Government: military and public safety,false,2024-05-14,https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,false,,,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
